LNEC Test File eXtractor

File: sineSweep_A=4_f=10e-4to40_CosTaper5percent_0.drv

Created in: 2026-01-07 17:30:06.402507

Number of channels: 3

Name:	PosA1T	PosA2V	PosA3L
Type:			
Unit:	m	m	m
No. of Samples:	7192	7192	7192
Time step [s]:	0.005	0.005	0.005
Trigger date:	1970-01-01	1970-01-01	1970-01-01
Trigger time:	00:00:00.000000	00:00:00.000000	00:00:00.000000
Duration [s]:	35.955	35.955	35.955
Data:
PosA1T	PosA2V	PosA3L
0.0001688232421835086	0.0001688232421835086	0.0001688232421835086
0.00018188476407198826	0.00018188476407198826	0.00018188476407198826
0.00019555663745058377	0.00019555663745058377	0.00019555663745058377
0.00021008300291534154	0.00021008300291534154	0.00021008300291534154
0.00022521971987021517	0.00022521971987021517	0.00022521971987021517
0.00024108885861322783	0.00024108885861322783	0.00024108885861322783
0.00025781248944240274	0.00025781248944240274	0.00025781248944240274
0.0002752685420597167	0.0002752685420597167	0.0002752685420597167
0.00029357908676319285	0.00029357908676319285	0.00029357908676319285
0.00031262205325480804	0.00031262205325480804	0.00031262205325480804
0.00033264158213060864	0.00033264158213060864	0.00033264158213060864
0.0003533935327945483	0.0003533935327945483	0.0003533935327945483
0.00037499997554465015	0.00037499997554465015	0.00037499997554465015
0.0003975829806789374	0.0003975829806789374	0.0003975829806789374
0.0004210204778993869	0.0004210204778993869	0.0004210204778993869
0.0004453124672059986	0.0004453124672059986	0.0004453124672059986
0.0004705810188967957	0.0004705810188967957	0.0004705810188967957
0.000496704062673755	0.000496704062673755	0.000496704062673755
0.0005238036688348997	0.0005238036688348997	0.0005238036688348997
0.0005518798373802298	0.0005518798373802298	0.0005518798373802298
0.0005809325683097454	0.0005809325683097454	0.0005809325683097454
0.0006108397913254231	0.0006108397913254231	0.0006108397913254231
0.0006417235767252862	0.0006417235767252862	0.0006417235767252862
0.0006735839245093348	0.0006735839245093348	0.0006735839245093348
0.0007064208346775686	0.0007064208346775686	0.0007064208346775686
0.000740234307229988	0.000740234307229988	0.000740234307229988
0.0007750243421665927	0.0007750243421665927	0.0007750243421665927
0.0008107909394873828	0.0008107909394873828	0.0008107909394873828
0.0008475340991923583	0.0008475340991923583	0.0008475340991923583
0.0008851317509834959	0.0008851317509834959	0.0008851317509834959
0.0009238280354568423	0.0009238280354568423	0.0009238280354568423
0.0009633788120163508	0.0009633788120163508	0.0009633788120163508
0.0010037840806620215	0.0010037840806620215	0.0010037840806620215
0.0010451659116918776	0.0010451659116918776	0.0010451659116918776
0.0010875243051059191	0.0010875243051059191	0.0010875243051059191
0.001130737190606123	0.001130737190606123	0.001130737190606123
0.0011748045681924887	0.0011748045681924887	0.0011748045681924887
0.001219604367566994	0.001219604367566994	0.001219604367566994
0.0012653807293256842	0.0012653807293256842	0.0012653807293256842
0.0013118895128725137	0.0013118895128725137	0.0013118895128725137
0.0013592527885055055	0.0013592527885055055	0.0013592527885055055
0.001407348485926636	0.001407348485926636	0.001407348485926636
0.0014560545348378826	0.0014560545348378826	0.0014560545348378826
0.0015056150758352915	0.0015056150758352915	0.0015056150758352915
0.001555663898024793	0.001555663898024793	0.001555663898024793
0.0016064451420024334	0.0016064451420024334	0.0016064451420024334
0.0016577146671721667	0.0016577146671721667	0.0016577146671721667
0.001709594543832016	0.001709594543832016	0.001709594543832016
0.0017619627016839578	0.0017619627016839578	0.0017619627016839578
0.0018148191407279923	0.0018148191407279923	0.0018148191407279923
0.0018679197203680731	0.0018679197203680731	0.0018679197203680731
0.0019215085812002467	0.0019215085812002467	0.0019215085812002467
0.0019753415826284666	0.0019753415826284666	0.0019753415826284666
0.0020294187246527326	0.0020294187246527326	0.0020294187246527326
0.0020837400072730456	0.0020837400072730456	0.0020837400072730456
0.002138061289893358	0.002138061289893358	0.002138061289893358
0.0021925046428116937	0.0021925046428116937	0.0021925046428116937
0.0022469479957300297	0.0022469479957300297	0.0022469479957300297
0.0023013913486483657	0.0023013913486483657	0.0023013913486483657
0.0023555905609706548	0.0023555905609706548	0.0023555905609706548
0.0024096677029949213	0.0024096677029949213	0.0024096677029949213
0.002463378634125118	0.002463378634125118	0.002463378634125118
0.002516723354361245	0.002516723354361245	0.002516723354361245
0.002569701863703303	0.002569701863703303	0.002569701863703303
0.002622192091853268	0.002622192091853268	0.002622192091853268
0.002674071968513117	0.002674071968513117	0.002674071968513117
0.00272534149368285	0.00272534149368285	0.00272534149368285
0.002775756526766421	0.002775756526766421	0.002775756526766421
0.00282531706776383	0.00282531706776383	0.00282531706776383
0.0028740231166750766	0.0028740231166750766	0.0028740231166750766
0.0029217526032021377	0.0029217526032021377	0.0029217526032021377
0.0029682613867489673	0.0029682613867489673	0.0029682613867489673
0.0030136715376135885	0.0030136715376135885	0.0030136715376135885
0.003057738915199954	0.003057738915199954	0.003057738915199954
0.003100463519508065	0.003100463519508065	0.003100463519508065
0.0031417232802398985	0.0031417232802398985	0.0031417232802398985
0.003181518197395453	0.003181518197395453	0.003181518197395453
0.0032194820600806606	0.0032194820600806606	0.0032194820600806606
0.0032558590088915666	0.0032558590088915666	0.0032558590088915666
0.0032902828329341017	0.0032902828329341017	0.0032902828329341017
0.003322875602506289	0.003322875602506289	0.003322875602506289
0.003353393177012083	0.003353393177012083	0.003353393177012083
0.0033818355564514823	0.0033818355564514823	0.0033818355564514823
0.003407958600228442	0.003407958600228442	0.003407958600228442
0.003431884378640984	0.003431884378640984	0.003431884378640984
0.003453368751093063	0.003453368751093063	0.003453368751093063
0.003472411717584678	0.003472411717584678	0.003472411717584678
0.0034888912078178064	0.0034888912078178064	0.0034888912078178064
0.0035026851514944253	0.0035026851514944253	0.0035026851514944253
0.003513793548614534	0.003513793548614534	0.003513793548614534
0.00352209432888011	0.00352209432888011	0.00352209432888011
0.0035274654219931297	0.0035274654219931297	0.0035274654219931297
0.0035297847576555696	0.0035297847576555696	0.0035297847576555696
0.003529174406165454	0.003529174406165454	0.003529174406165454
0.0035253902269267354	0.0035253902269267354	0.0035253902269267354
0.0035184322199394145	0.0035184322199394145	0.0035184322199394145
0.003508178314905468	0.003508178314905468	0.003508178314905468
0.0034947505821229185	0.0034947505821229185	0.0034947505821229185
0.0034777828106976974	0.0034777828106976974	0.0034777828106976974
0.0034575191412258505	0.0034575191412258505	0.0034575191412258505
0.0034337154331113315	0.0034337154331113315	0.0034337154331113315
0.0034063716863541407	0.0034063716863541407	0.0034063716863541407
0.0033756099712523007	0.0033756099712523007	0.0033756099712523007
0.0033411861472097655	0.0033411861472097655	0.0033411861472097655
0.0033031002142265347	0.0033031002142265347	0.0033031002142265347
0.0032614742426006326	0.0032614742426006326	0.0032614742426006326
0.0032160640917360114	0.0032160640917360114	0.0032160640917360114
0.0031671139022287184	0.0031671139022287184	0.0031671139022287184
0.003114379533482707	0.003114379533482707	0.003114379533482707
0.0030581051260940234	0.0030581051260940234	0.0030581051260940234
0.002998046539466622	0.002998046539466622	0.002998046539466622
0.002934447914196548	0.002934447914196548	0.002934447914196548
0.0028670651096877556	0.0028670651096877556	0.0028670651096877556
0.0027962643368343145	0.0027962643368343145	0.0027962643368343145
0.002721801455040178	0.002721801455040178	0.002721801455040178
0.0026437985346033695	0.0026437985346033695	0.0026437985346033695
0.002562255575523889	0.002562255575523889	0.002562255575523889
0.0024774167183977827	0.0024774167183977827	0.0024774167183977827
0.0023891598929270275	0.0023891598929270275	0.0023891598929270275
0.002297607169409647	0.002297607169409647	0.002297607169409647
0.002202758547845641	0.002202758547845641	0.002202758547845641
0.0021048581688310544	0.0021048581688310544	0.0021048581688310544
0.0020039060323658892	0.0020039060323658892	0.0020039060323658892
0.0019001462790461912	0.0019001462790461912	0.0019001462790461912
0.0017934568385739368	0.0017934568385739368	0.0017934568385739368
0.0016839597812471495	0.0016839597812471495	0.0016839597812471495
0.0015720213179598983	0.0015720213179598983	0.0015720213179598983
0.0014576414487121841	0.0014576414487121841	0.0014576414487121841
0.001340820173504006	0.001340820173504006	0.001340820173504006
0.001221923703229434	0.001221923703229434	0.001221923703229434
0.0011011961784845147	0.0011011961784845147	0.0011011961784845147
0.0009787596695672708	0.0009787596695672708	0.0009787596695672708
0.0008546141764777024	0.0008546141764777024	0.0008546141764777024
0.0007288817695138328	0.0007288817695138328	0.0007288817695138328
0.000601684518973685	0.000601684518973685	0.000601684518973685
0.00047326656545330556	0.00047326656545330556	0.00047326656545330556
0.0003435058386546712	0.0003435058386546712	0.0003435058386546712
0.00021289061976987456	0.00021289061976987456	0.00021289061976987456
8.117676820286936e-05	8.117676820286936e-05	8.117676820286936e-05
-5.126950515227487e-05	-5.126950515227487e-05	-5.126950515227487e-05
-0.000184326129997535	-0.000184326129997535	-0.000184326129997535
-0.00031799310633291093	-0.00031799310633291093	-0.00031799310633291093
-0.0004519042232643333	-0.0004519042232643333	-0.0004519042232643333
-0.0005859374104937788	-0.0005859374104937788	-0.0005859374104937788
-0.0007200926680212475	-0.0007200926680212475	-0.0007200926680212475
-0.0008540037849526697	-0.0008540037849526697	-0.0008540037849526697
-0.0009876707612880458	-0.0009876707612880458	-0.0009876707612880458
-0.0011208494564313289	-0.0011208494564313289	-0.0011208494564313289
-0.0012532957297864734	-0.0012532957297864734	-0.0012532957297864734
-0.0013850095813534784	-0.0013850095813534784	-0.0013850095813534784
-0.001515624800238275	-0.001515624800238275	-0.001515624800238275
-0.00164501931614284	-0.00164501931614284	-0.00164501931614284
-0.0017729489884711267	-0.0017729489884711267	-0.0017729489884711267
-0.0018992917469251123	-0.0018992917469251123	-0.0018992917469251123
-0.00202380345090875	-0.00202380345090875	-0.00202380345090875
-0.0021463620301240176	-0.0021463620301240176	-0.0021463620301240176
-0.0022667233439748673	-0.0022667233439748673	-0.0022667233439748673
-0.0023847653221632766	-0.0023847653221632766	-0.0023847653221632766
-0.0025001217537951766	-0.0025001217537951766	-0.0025001217537951766
-0.0026127926388705663	-0.0026127926388705663	-0.0026127926388705663
-0.0027224117664953773	-0.0027224117664953773	-0.0027224117664953773
-0.0028288570663715855	-0.0028288570663715855	-0.0028288570663715855
-0.0029318843979031445	-0.0029318843979031445	-0.0029318843979031445
-0.0030312496204940084	-0.0030312496204940084	-0.0030312496204940084
-0.0031269527341441774	-0.0031269527341441774	-0.0031269527341441774
-0.0032186275279595805	-0.0032186275279595805	-0.0032186275279595805
-0.003306151931642197	-0.003306151931642197	-0.003306151931642197
-0.003389281804595979	-0.003389281804595979	-0.003389281804595979
-0.003467895076522903	-0.003467895076522903	-0.003467895076522903
-0.0035418696771249464	-0.0035418696771249464	-0.0035418696771249464
-0.00361083939550804	-0.00361083939550804	-0.00361083939550804
-0.0036746821613741604	-0.0036746821613741604	-0.0036746821613741604
-0.0037333979747233076	-0.0037333979747233076	-0.0037333979747233076
-0.0037866206246614112	-0.0037866206246614112	-0.0037866206246614112
-0.0038342280408904493	-0.0038342280408904493	-0.0038342280408904493
-0.0038760981531123983	-0.0038760981531123983	-0.0038760981531123983
-0.003912230961327258	-0.003912230961327258	-0.003912230961327258
-0.003942260254640959	-0.003942260254640959	-0.003942260254640959
-0.0039660639627554775	-0.0039660639627554775	-0.0039660639627554775
-0.003983764155968838	-0.003983764155968838	-0.003983764155968838
-0.0039949946233869705	-0.0039949946233869705	-0.0039949946233869705
-0.003999877435307897	-0.003999877435307897	-0.003999877435307897
-0.00399804638083755	-0.00399804638083755	-0.00399804638083755
-0.003989623530273951	-0.003989623530273951	-0.003989623530273951
-0.003974486813319077	-0.003974486813319077	-0.003974486813319077
-0.0039526362299729285	-0.0039526362299729285	-0.0039526362299729285
-0.00392382763963946	-0.00392382763963946	-0.00392382763963946
-0.003888183112616693	-0.003888183112616693	-0.003888183112616693
-0.003845702648904628	-0.003845702648904628	-0.003845702648904628
-0.003796264178205242	-0.003796264178205242	-0.003796264178205242
-0.0037399897708165586	-0.0037399897708165586	-0.0037399897708165586
-0.0036768794267385773	-0.0036768794267385773	-0.0036768794267385773
-0.003606811075673275	-0.003606811075673275	-0.003606811075673275
-0.003530028858216699	-0.003530028858216699	-0.003530028858216699
-0.0034464107040708242	-0.0034464107040708242	-0.0034464107040708242
-0.003356200753831698	-0.003356200753831698	-0.003356200753831698
-0.003259399007499321	-0.003259399007499321	-0.003259399007499321
-0.003156127535371716	-0.003156127535371716	-0.003156127535371716
-0.003046386337448882	-0.003046386337448882	-0.003046386337448882
-0.0029305416246248896	-0.0029305416246248896	-0.0029305416246248896
-0.0028085933968997386	-0.0028085933968997386	-0.0028085933968997386
-0.002680785794869475	-0.002680785794869475	-0.002680785794869475
-0.002547240888832122	-0.002547240888832122	-0.002547240888832122
-0.0024082028193837266	-0.0024082028193837266	-0.0024082028193837266
-0.002263793656822311	-0.002263793656822311	-0.002263793656822311
-0.0021143796120419458	-0.0021143796120419458	-0.0021143796120419458
-0.001960082755340653	-0.001960082755340653	-0.001960082755340653
-0.001801269297612503	-0.001801269297612503	-0.001801269297612503
-0.001638183379453542	-0.001638183379453542	-0.001638183379453542
-0.0014710691414598163	-0.0014710691414598163	-0.0014710691414598163
-0.0013002927945253955	-0.0013002927945253955	-0.0013002927945253955
-0.0011260984792463256	-0.0011260984792463256	-0.0011260984792463256
-0.0009489744768146995	-0.0009489744768146995	-0.0009489744768146995
-0.0007691649278265635	-0.0007691649278265635	-0.0007691649278265635
-0.0005869139728779642	-0.0005869139728779642	-0.0005869139728779642
-0.0004028319634590172	-0.0004028319634590172	-0.0004028319634590172
-0.00021716304016576888	-0.00021716304016576888	-0.00021716304016576888
-3.027341389228887e-05	-3.027341389228887e-05	-3.027341389228887e-05
0.00015734863416933017	0.00015734863416933017	0.00015734863416933017
0.0003453368931250188	0.0003453368931250188	0.0003453368931250188
0.0005333251520807074	0.0005333251520807074	0.0005333251520807074
0.0007207030595462802	0.0007207030595462802	0.0007207030595462802
0.0009071044046276675	0.0009071044046276675	0.0009071044046276675
0.0010921629764308	0.0010921629764308	0.0010921629764308
0.0012753904937635844	0.0012753904937635844	0.0012753904937635844
0.0014564207457319523	0.0014564207457319523	0.0014564207457319523
0.0016346433808457868	0.0016346433808457868	0.0016346433808457868
0.001809692188211019	0.001809692188211019	0.001809692188211019
0.0019810788866355556	0.0019810788866355556	0.0019810788866355556
0.002148315194927305	0.002148315194927305	0.002148315194927305
0.0023110349021921964	0.0023110349021921964	0.0023110349021921964
0.0024687497272381374	0.0024687497272381374	0.0024687497272381374
0.002621093459171059	0.002621093459171059	0.002621093459171059
0.0027674557465008453	0.0027674557465008453	0.0027674557465008453
0.0029075924486314498	0.0029075924486314498	0.0029075924486314498
0.0030410152843707793	0.0030410152843707793	0.0030410152843707793
0.003167235972526742	0.003167235972526742	0.003167235972526742
0.0032858883022052676	0.0032858883022052676	0.0032858883022052676
0.003396606062512287	0.003396606062512287	0.003396606062512287
0.0034991451128517535	0.0034991451128517535	0.0034991451128517535
0.003592895101733551	0.003592895101733551	0.003592895101733551
0.003677856029157681	0.003677856029157681	0.003677856029157681
0.003753295473336002	0.003753295473336002	0.003753295473336002
0.0038193355045665392	0.0038193355045665392	0.0038193355045665392
0.0038753657713591766	0.0038753657713591766	0.0038753657713591766
0.003921386273713913	0.003921386273713913	0.003921386273713913
0.003956908730438657	0.003956908730438657	0.003956908730438657
0.003982055211831431	0.003982055211831431	0.003982055211831431
0.003996337436700142	0.003996337436700142	0.003996337436700142
0.003999755405044792	0.003999755405044792	0.003999755405044792
0.003992309116865378	0.003992309116865378	0.003992309116865378
0.003973632361267832	0.003973632361267832	0.003973632361267832
0.0039438472085501775	0.0039438472085501775	0.0039438472085501775
0.0039029536587124143	0.0039029536587124143	0.0039029536587124143
0.0038508296414565186	0.0038508296414565186	0.0038508296414565186
0.0037875972270805143	0.0037875972270805143	0.0037875972270805143
0.0037133784858824244	0.0037133784858824244	0.0037133784858824244
0.0036281734178622484	0.0036281734178622484	0.0036281734178622484
0.0035321040933180103	0.0035321040933180103	0.0035321040933180103
0.0034254146528457556	0.0034254146528457556	0.0034254146528457556
0.0033084713073395547	0.0033084713073395547	0.0033084713073395547
0.0031811519865013837	0.0031811519865013837	0.0031811519865013837
0.0030440670418213586	0.0030440670418213586	0.0030440670418213586
0.002897460613895526	0.002897460613895526	0.002897460613895526
0.0027415768433199325	0.0027415768433199325	0.0027415768433199325
0.0025770260815846935	0.0025770260815846935	0.0025770260815846935
0.0024039303989878322	0.0024039303989878322	0.0024039303989878322
0.002222900147019464	0.002222900147019464	0.002222900147019464
0.002034545677169706	0.002034545677169706	0.002034545677169706
0.001839233200332627	0.001839233200332627	0.001839233200332627
0.0016374509977003199	0.0016374509977003199	0.0016374509977003199
0.0014300535613589464	0.0014300535613589464	0.0014300535613589464
0.0012172850319045537	0.0012172850319045537	0.0012172850319045537
0.0010001219717213263	0.0010001219717213263	0.0010001219717213263
0.0007790526620013575	0.0007790526620013575	0.0007790526620013575
0.0005546874542347629	0.0005546874542347629	0.0005546874542347629
0.000328002910805728	0.000328002910805728	0.000328002910805728
9.936524260832234e-05	9.936524260832234e-05	9.936524260832234e-05
-0.00013012691767524555	-0.00013012691767524555	-0.00013012691767524555
-0.00035998528885288297	-0.00035998528885288297	-0.00035998528885288297
-0.0005893553788384276	-0.0005893553788384276	-0.0005893553788384276
-0.0008173826955457174	-0.0008173826955457174	-0.0008173826955457174
-0.0010433348171866132	-0.0010433348171866132	-0.0010433348171866132
-0.001266479321972976	-0.001266479321972976	-0.001266479321972976
-0.0014859617178186438	-0.0014859617178186438	-0.0014859617178186438
-0.001701049582935477	-0.001701049582935477	-0.001701049582935477
-0.0019108884252373138	-0.0019108884252373138	-0.0019108884252373138
-0.002114623752637992	-0.002114623752637992	-0.002114623752637992
-0.0023116452136473955	-0.0023116452136473955	-0.0023116452136473955
-0.002501098316179362	-0.002501098316179362	-0.002501098316179362
-0.002682250638445753	-0.002682250638445753	-0.002682250638445753
-0.002854491828956452	-0.002854491828956452	-0.002854491828956452
-0.003016967395625297	-0.003016967395625297	-0.003016967395625297
-0.0031690669869621725	-0.0031690669869621725	-0.0031690669869621725
-0.003310180251476962	-0.003310180251476962	-0.003310180251476962
-0.0034396968376795498	-0.0034396968376795498	-0.0034396968376795498
-0.003556884323781797	-0.003556884323781797	-0.003556884323781797
-0.0036613764988896345	-0.0036613764988896345	-0.0036613764988896345
-0.0037525630115129455	-0.0037525630115129455	-0.0037525630115129455
-0.0038301997210556846	-0.0038301997210556846	-0.0038301997210556846
-0.003893554205729712	-0.003893554205729712	-0.003893554205729712
-0.003942504395237005	-0.003942504395237005	-0.003942504395237005
-0.003976562008385471	-0.003976562008385471	-0.003976562008385471
-0.0039957270451751094	-0.0039957270451751094	-0.0039957270451751094
-0.003999511224413828	-0.003999511224413828	-0.003999511224413828
-0.003987914546101626	-0.003987914546101626	-0.003987914546101626
-0.003960937010238504	-0.003960937010238504	-0.003960937010238504
-0.003918334476228417	-0.003918334476228417	-0.003918334476228417
-0.0038603510846674086	-0.0038603510846674086	-0.0038603510846674086
-0.003786986835555481	-0.003786986835555481	-0.003786986835555481
-0.0036983637991906564	-0.0036983637991906564	-0.0036983637991906564
-0.0035948481864670045	-0.0035948481864670045	-0.0035948481864670045
-0.0034765620676825482	-0.0034765620676825482	-0.0034765620676825482
-0.003343993724029381	-0.003343993724029381	-0.003343993724029381
-0.003197509366401572	-0.003197509366401572	-0.003197509366401572
-0.0030375972759912133	-0.0030375972759912133	-0.0030375972759912133
-0.0028647457339903985	-0.0028647457339903985	-0.0028647457339903985
-0.0026798092324852893	-0.0026798092324852893	-0.0026798092324852893
-0.0024831539823699554	-0.0024831539823699554	-0.0024831539823699554
-0.0022756344757305586	-0.0022756344757305586	-0.0022756344757305586
-0.002057983134355239	-0.002057983134355239	-0.002057983134355239
-0.0018311765206281809	-0.0018311765206281809	-0.0018311765206281809
-0.0015959470563375237	-0.0015959470563375237	-0.0015959470563375237
-0.0013533933741654762	-0.0013533933741654762	-0.0013533933741654762
-0.0011043699661982005	-0.0011043699661982005	-0.0011043699661982005
-0.000849975465117905	-0.000849975465117905	-0.000849975465117905
-0.0005911864333087753	-0.0005911864333087753	-0.0005911864333087753
-0.0003291015034530198	-0.0003291015034530198	-0.0003291015034530198
-6.49413785308704e-05	-6.49413785308704e-05	-6.49413785308704e-05
0.00020031737907348757	0.00020031737907348757	0.00020031737907348757
0.00046520992578377604	0.00046520992578377604	0.00046520992578377604
0.0007288817695138328	0.0007288817695138328	0.0007288817695138328
0.0009898680666873797	0.0009898680666873797	0.0009898680666873797
0.0012471922549202312	0.0012471922549202312	0.0012471922549202312
0.0014995115609341327	0.0014995115609341327	0.0014995115609341327
0.0017457273520468755	0.0017457273520468755	0.0017457273520468755
0.001984618925278228	0.001984618925278228	0.001984618925278228
0.0022150876479459813	0.0022150876479459813	0.0022150876479459813
0.002435912817069904	0.002435912817069904	0.002435912817069904
0.002645995799967787	0.002645995799967787	0.002645995799967787
0.002844360034255445	0.002844360034255445	0.002844360034255445
0.0030299068872506702	0.0030299068872506702	0.0030299068872506702
0.0032017818668673	0.0032017818668673	0.0032017818668673
0.003359008410721149	0.003359008410721149	0.003359008410721149
0.0035006099564280314	0.0035006099564280314	0.0035006099564280314
0.003625854082199808	0.003625854082199808	0.003625854082199808
0.003734130436546364	0.003734130436546364	0.003734130436546364
0.0038245845273815362	0.0038245845273815362	0.0038245845273815362
0.0038968501438112553	0.0038968501438112553	0.0038968501438112553
0.003950316934345406	0.003950316934345406	0.003950316934345406
0.003984618688089918	0.003984618688089918	0.003984618688089918
0.0039993891941507214	0.0039993891941507214	0.0039993891941507214
0.003994506382229795	0.003994506382229795	0.003994506382229795
0.00396972611173109	0.00396972611173109	0.00396972611173109
0.003925048382654609	0.003925048382654609	0.003925048382654609
0.0038605952652983728	0.0038605952652983728	0.0038605952652983728
0.0037766109002584287	0.0037766109002584287	0.0037766109002584287
0.003673339428130823	0.003673339428130823	0.003673339428130823
0.0035510249895116023	0.0035510249895116023	0.0035510249895116023
0.003410277935890882	0.003410277935890882	0.003410277935890882
0.003251708618758779	0.003251708618758779	0.003251708618758779
0.0030759273896054074	0.0030759273896054074	0.0030759273896054074
0.0028839108108149538	0.0028839108108149538	0.0028839108108149538
0.0026762692338775343	0.0026762692338775343	0.0026762692338775343
0.002454101291475357	0.002454101291475357	0.002454101291475357
0.00221850561629063	0.00221850561629063	0.00221850561629063
0.001970580841005563	0.001970580841005563	0.001970580841005563
0.00171166973889841	0.00171166973889841	0.00171166973889841
0.001442993012949403	0.001442993012949403	0.001442993012949403
0.0011658934364367972	0.0011658934364367972	0.0011658934364367972
0.0008818358529368703	0.0008818358529368703	0.0008818358529368703
0.0005922851060259005	0.0005922851060259005	0.0005922851060259005
0.0002989501798762125	0.0002989501798762125	0.0002989501798762125
3.1738477660609163e-06	3.1738477660609163e-06	3.1738477660609163e-06
-0.00029321283583420653	-0.00029321283583420653	-0.00029321283583420653
-0.0005887450273483118	-0.0005887450273483118	-0.0005887450273483118
-0.0008817137426039303	-0.0008817137426039303	-0.0008817137426039303
-0.001170409997428738	-0.001170409997428738	-0.001170409997428738
-0.001453246877948433	-0.001453246877948433	-0.001453246877948433
-0.0017285153999906913	-0.0017285153999906913	-0.0017285153999906913
-0.0019947507199792346	-0.0019947507199792346	-0.0019947507199792346
-0.0022502438537417386	-0.0022502438537417386	-0.0022502438537417386
-0.002493529957701925	-0.002493529957701925	-0.002493529957701925
-0.002723022117985493	-0.002723022117985493	-0.002723022117985493
-0.0029374996316122105	-0.0029374996316122105	-0.0029374996316122105
-0.0031353755847077763	-0.0031353755847077763	-0.0031353755847077763
-0.003315551344589981	-0.003315551344589981	-0.003315551344589981
-0.0034766841379805717	-0.0034766841379805717	-0.0034766841379805717
-0.003617919472793384	-0.003617919472793384	-0.003617919472793384
-0.003738158716346211	-0.003738158716346211	-0.003738158716346211
