time	PosT	PosL
0.820000	-0.000256063941544689	0.0
0.825000	-6.29936334598627e-05	0.0
0.830000	0.000344444906383417	0.0
0.835000	-0.000170717914069942	0.0
0.840000	-3.27444085321041e-05	0.0
0.845000	-5.14186749415877e-05	0.0
0.850000	-0.00024263698966349	0.0
0.855000	-0.000341718634579924	0.0
0.860000	-0.000270725555667838	0.0
0.865000	-0.000280294188042945	0.0
0.870000	-0.000371350528386708	0.0
0.875000	-0.000136764702416335	0.0
0.880000	0.000192890116184136	0.0
0.885000	-7.87355770447166e-05	0.0
0.890000	-0.000156827963848012	0.0
0.895000	-0.000189546513259669	0.0
0.900000	6.58742380435987e-05	0.0
0.905000	-4.27760392479424e-05	0.0
0.910000	7.69861982211427e-05	0.0
0.915000	-0.000177508556400663	0.0
0.920000	0.000187025470534877	0.0
0.925000	0.000232862306267246	0.0
0.930000	-0.000125035411117817	0.0
0.935000	-0.000215937418681336	0.0
0.940000	-0.000265015242798822	0.0
0.945000	-0.000203282130701355	0.0
0.950000	0.00010507476422549	0.0
0.955000	-0.00011886209990807	0.0
0.960000	0.000267587181822071	0.0
0.965000	0.000406795349601858	0.0
0.970000	5.53012096832521e-06	0.0
0.975000	2.03460678717172e-05	0.0
0.980000	0.000181315157665861	0.0
0.985000	5.38362811845928e-05	0.0
0.990000	8.42398388925951e-05	0.0
0.995000	-0.000219024074286209	0.0
1.000000	0.000213725041517031	0.0
1.005000	0.000142577629824701	0.0
1.010000	0.000161869227355159	0.0
1.015000	0.000267741514602314	0.0
1.020000	-3.93807180825817e-05	0.0
1.025000	0.000195359440668035	0.0
1.030000	3.90203342812008e-05	0.0
1.035000	0.000179000165962206	0.0
1.040000	0.000244437264785521	0.0
1.045000	8.16161816284527e-05	0.0
1.050000	-0.000150345987077778	0.0
1.055000	0.000331326620062705	0.0
1.060000	-0.000284152507549037	0.0
1.065000	-1.28354798806711e-05	0.0
1.070000	0.000232707973487002	0.0
1.075000	0.000243819933664546	0.0
1.080000	0.000157856575068824	0.0
1.085000	-0.000370115866144759	0.0
1.090000	-0.000179206216983343	0.0
1.095000	6.72632330657918e-05	0.0
1.100000	-0.000100805164619561	0.0
1.105000	-0.000711036977703018	0.0
1.110000	-0.000142629348065595	0.0
1.115000	-0.000626153948569001	0.0
1.120000	0.000480875084118818	0.0
1.125000	-7.0710272472046e-05	0.0
1.130000	0.000306479042443475	0.0
1.135000	-0.000491575764196524	0.0
1.140000	0.000158319573409555	0.0
1.145000	-0.000361473230451113	0.0
1.150000	-0.000133832379591706	0.0
1.155000	0.000256012223303796	0.0
1.160000	5.61512728882478e-05	0.0
1.165000	0.000639220516648819	0.0
1.170000	0.00014967693771591	0.0
1.175000	8.34681749913767e-05	0.0
1.180000	-6.330229902035e-05	0.0
1.185000	-2.39474400582151e-05	0.0
1.190000	7.32822114952948e-05	0.0
1.195000	-0.000184916529852359	0.0
1.200000	0.000116186724403034	0.0
1.205000	0.000262339867293786	0.0
1.210000	-0.000361936228791844	0.0
1.215000	0.000220207018287265	0.0
1.220000	-0.000510558696166495	0.0
1.225000	-0.000189083514918938	0.0
1.230000	0.00042330895708793	0.0
1.235000	0.000394603059962608	0.0
1.240000	0.000287496110473504	0.0
1.245000	-0.000287547828714397	0.0
1.250000	9.18021451245347e-05	0.0
1.255000	-0.000357614910945022	0.0
1.260000	0.000779354681110068	0.0
1.265000	-0.000534788942664751	0.0
1.270000	-0.000264860910018578	0.0
1.275000	0.000339660590195863	0.0
1.280000	-0.000403143081116903	0.0
1.285000	0.00063968351498955	0.0
1.290000	0.000158782571750286	0.0
1.295000	-0.000555623867997646	0.0
1.300000	0.000387812417631887	0.0
1.305000	-0.000277053199657828	0.0
1.310000	0.00080929524047734	0.0
1.315000	-0.000413020379052498	0.0
1.320000	0.000245054595906495	0.0
1.325000	-0.000166550929003363	0.0
1.330000	0.000477788428513944	0.0
1.335000	-3.81460558406324e-05	0.0
1.340000	5.9931193090562e-06	0.0
1.345000	-0.000800704323024588	0.0
1.350000	0.000187951467216339	0.0
1.355000	0.000886307297818929	0.0
1.360000	0.000757902424656199	0.0
1.365000	0.000498623353846839	0.0
1.370000	0.000411271000228924	0.0
1.375000	8.33138422111331e-05	0.0
1.380000	-0.000314864730817526	0.0
1.385000	-0.000573372137725667	0.0
1.390000	-0.000864289428484978	0.0
1.395000	-0.000129356728964639	0.0
1.400000	-0.000121640089952456	0.0
1.405000	-0.000663348148607725	0.0
1.410000	-0.000785579710560709	0.0
1.415000	-0.000516269009035511	0.0
1.420000	-8.52175538149506e-05	0.0
1.425000	-0.00031208674077314	0.0
1.430000	0.000493839037659286	0.0
1.435000	-0.000505620047198698	0.0
1.440000	-0.000911978257580271	0.0
1.445000	-0.00060377569543367	0.0
1.450000	2.45130529382962e-05	0.0
1.455000	-0.000207294782987691	0.0
1.460000	-0.000141549018603889	0.0
1.465000	-0.000451912239673902	0.0
1.470000	0.000421456963725006	0.0
1.475000	8.03815193865034e-05	0.0
1.480000	-0.00063495091704289	0.0
1.485000	9.38844047441686e-06	0.0
1.490000	-0.000349743939152595	0.0
1.495000	0.000129150677943502	0.0
1.500000	-0.000508861035583815	0.0
1.505000	-0.000256372607105177	0.0
1.510000	0.000519149613619247	0.0
1.515000	-0.000434626968286611	0.0
1.520000	-0.000492193095317499	0.0
1.525000	0.000888930955083072	0.0
1.530000	0.000274532156933036	0.0
1.535000	0.00094696008045469	0.0
1.540000	-3.12010807296674e-05	0.0
1.545000	0.000149059606594935	0.0
1.550000	0.00116287164001558	0.0
1.555000	0.000633973202120535	0.0
1.560000	0.000144892621528356	0.0
1.565000	5.73859351301971e-05	0.0
1.570000	-3.84547214011197e-05	0.0
1.575000	-2.30214433767531e-05	0.0
1.580000	0.000994648909549983	0.0
1.585000	0.000218972356045316	0.0
1.590000	-0.000437250625550754	0.0
1.595000	-0.000289862820418052	0.0
1.600000	4.76629699748461e-05	0.0
1.605000	-0.000448825584069029	0.0
1.610000	0.00068135336565534	0.0
1.615000	-0.000178588885862369	0.0
1.620000	-0.000395117776544233	0.0
1.625000	0.000605267304995213	0.0
1.630000	-0.000830336216831372	0.0
1.635000	0.000220207018287265	0.0
1.640000	0.000281168466483513	0.0
1.645000	-0.000604701692115132	0.0
1.650000	-0.000790055361187775	0.0
1.655000	-4.27760392479424e-05	0.0
1.660000	-0.000241865325762272	0.0
1.665000	0.000679964370633147	0.0
1.670000	-0.000169483251827992	0.0
1.675000	-0.00101908520706938	0.0
1.680000	-3.69113935986831e-05	0.0
1.685000	-0.000875092723102035	0.0
1.690000	-0.000136301704075604	0.0
1.695000	0.00170859235095718	0.0
1.700000	0.000103068438082322	0.0
1.705000	0.00112289944993247	0.0
1.710000	0.0005946183431584	0.0
1.715000	0.00248828155674819	0.0
1.720000	-0.00172839866506927	0.0
1.725000	0.00124050102847814	0.0
1.730000	0.000261722536172811	0.0
1.735000	-4.83320193367144e-05	0.0
1.740000	0.00082025286787464	0.0
1.745000	0.000334104610107091	0.0
1.750000	0.000452477852553983	0.0
1.755000	0.000818400874511716	0.0
1.760000	-7.70379164620363e-05	0.0
1.765000	0.000523779597026557	0.0
1.770000	0.000511587307387307	0.0
1.775000	5.12126239204505e-05	0.0
1.780000	0.000531187570478253	0.0
1.785000	-0.000565964164273971	0.0
1.790000	-0.000334464993908472	0.0
1.795000	0.000389973076555298	0.0
1.800000	-0.000158988622771423	0.0
1.805000	-0.000354528255340148	0.0
1.810000	-0.00122573679981565	0.0
1.815000	0.000759908750799366	0.0
1.820000	0.000580574060156226	0.0
1.825000	-0.00157560921262804	0.0
1.830000	-0.00102309785935571	0.0
1.835000	0.00202806120606157	0.0
1.840000	0.000711293925022612	0.0
1.845000	-0.000842374173690378	0.0
1.850000	0.000672402064401208	0.0
1.855000	-0.000208838110790127	0.0
1.860000	0.000334258942887335	0.0
1.865000	-0.000343570627942848	0.0
1.870000	-0.000790209693968019	0.0
1.875000	-0.000219795738187428	0.0
1.880000	-0.00103992013240227	0.0
1.885000	0.000227769324519205	0.0
1.890000	-0.000720451277297881	0.0
1.895000	0.00159222543465346	0.0
1.900000	0.0011088551669303	0.0
1.905000	-0.000965531732324824	0.0
1.910000	-0.000185996859314065	0.0
1.915000	-0.0013924162024788	0.0
1.920000	-0.000217943744824504	0.0
1.925000	-0.000872932064178624	0.0
1.930000	-0.000527843967553786	0.0
1.935000	-0.000180903877566024	0.0
1.940000	0.00051884094805876	0.0
1.945000	-0.000462561201510715	0.0
1.950000	-0.000571057146022012	0.0
1.955000	0.00070110796152653	0.0
1.960000	-0.000194176496666979	0.0
1.965000	-0.000127813401162203	0.0
1.970000	-0.00031038908019046	0.0
1.975000	-0.00096244507671995	0.0
1.980000	-0.000292332144901951	0.0
1.985000	0.000301077395134946	0.0
1.990000	5.69229367894661e-05	0.0
1.995000	-0.000201275804558188	0.0
2.000000	0.000427012943813778	0.0
2.005000	-0.000392339786499847	0.0
2.010000	-0.000273194880151736	0.0
2.015000	-0.00113714978395578	0.0
2.020000	-0.000988064318240399	0.0
2.025000	-0.000338323313414563	0.0
2.030000	-0.000235692014552525	0.0
2.035000	-0.000217943744824504	0.0
2.040000	-0.000919386231031967	0.0
2.045000	0.00123108672888328	0.0
2.050000	0.000571314093341606	0.0
2.055000	0.00154762326116304	0.0
2.060000	-0.000240784996300566	0.0
2.065000	4.41133160292418e-05	0.0
2.070000	-0.000105743813587358	0.0
2.075000	-0.000603930028213913	0.0
2.080000	0.000533039563841177	0.0
2.085000	-0.00152267306900446	0.0
2.090000	-0.000541116586654741	0.0
2.095000	-0.000794839677375329	0.0
2.100000	0.000747716461160117	0.0
2.105000	-0.000560716849745687	0.0
2.110000	-0.000286467499252692	0.0
2.115000	-0.000149111324835829	0.0
2.120000	-0.00105164942370079	0.0
2.125000	-0.000926176873362689	0.0
2.130000	0.00144545496064173	0.0
2.135000	0.000680736034534366	0.0
2.140000	0.000453866847576176	0.0
2.145000	0.00091918018001083	0.0
2.150000	0.00259569717179778	0.0
2.155000	-0.000396352438786182	0.0
2.160000	0.00054199086509531	0.0
2.165000	0.00139205581867742	0.0
2.170000	-6.96299430103403e-05	0.0
2.175000	-0.000384623147487663	0.0
2.180000	-0.000327057020456776	0.0
2.185000	-0.000600534707048553	0.0
2.190000	-0.00044805392016781	0.0
2.195000	-1.68481321670064e-05	0.0
2.200000	0.000509426648463896	0.0
2.205000	0.000853280082846785	0.0
2.210000	-0.000508706702803571	0.0
2.215000	-4.6171360413303e-05	0.0
2.220000	-0.00315937220348854	0.0
2.225000	-0.00202456327035686	0.0
2.230000	0.00035972385162754	0.0
2.235000	-0.000265632573919797	0.0
2.240000	0.00129467183434367	0.0
2.245000	-0.00150214680923205	0.0
2.250000	-0.000888211009422747	0.0
2.255000	0.00189132236276568	0.0
2.260000	-0.000912286923140759	0.0
2.265000	-0.000714277966088135	0.0
2.270000	-0.000791907354550699	0.0
2.275000	4.04093293033938e-05	0.0
2.280000	0.000550633500788955	0.0
2.285000	0.000112482737677186	0.0
2.290000	-0.000936362836858771	0.0
2.295000	0.00305252220131903	0.0
2.300000	0.00114790136033194	0.0
2.305000	-0.00015127198375924	0.0
2.310000	0.000328394297238075	0.0
2.315000	0.000183321483809029	0.0
2.320000	-0.000129048063404152	0.0
2.325000	0.00178791940000243	0.0
2.330000	0.000983845614932926	0.0
2.335000	0.000955139717807604	0.0
2.340000	-0.00204030521394172	0.0
2.345000	-0.0012998165343326	0.0
2.350000	-0.000835892196920144	0.0
2.355000	0.000696169312558732	0.0
2.360000	-0.000924016214439277	0.0
2.365000	-0.00112850714826214	0.0
2.370000	0.000982765285471221	0.0
2.375000	-0.00101476388922255	0.0
2.380000	0.00066746341543341	0.0
2.385000	0.000457262168741537	0.0
2.390000	5.32189500636181e-05	0.0
2.395000	0.00166738549863212	0.0
2.400000	0.00270264978850664	0.0
2.405000	0.00123000639942157	0.0
2.410000	-0.000526454972531593	0.0
2.415000	0.000835531813118763	0.0
2.420000	-0.000229827368903266	0.0
2.425000	0.00129127651317831	0.0
2.430000	-0.000420582685284438	0.0
2.435000	0.00156969284873788	0.0
2.440000	-0.000330298008841893	0.0
2.445000	0.000240270279718942	0.0
2.450000	0.000176839507038795	0.0
2.455000	0.000565295114912103	0.0
2.460000	-0.000765362116348788	0.0
2.465000	0.000410345003547462	0.0
2.470000	0.00173729824808251	0.0
2.475000	9.73581252133067e-05	0.0
2.480000	0.000203230412460462	0.0
2.485000	-0.000348200611350158	0.0
2.490000	-0.000261311256072974	0.0
2.495000	0.000784293330077866	0.0
2.500000	-0.000524139980827938	0.0
2.505000	-0.000827249561226498	0.0
2.510000	-0.00228770066067231	0.0
2.515000	-0.000651464524528963	0.0
2.520000	-0.000578928117814439	0.0
2.525000	0.00125223031977666	0.0
2.530000	-0.000367955207221347	0.0
2.535000	0.000141342967582752	0.0
2.540000	-0.000151580649319727	0.0
2.545000	0.000427012943813778	0.0
2.550000	0.00126411394385542	0.0
2.555000	8.87154895196614e-05	0.0
2.560000	-0.000482315797381904	0.0
2.565000	0.000729968191432095	0.0
2.570000	0.000322375318808572	0.0
2.575000	-0.00236779937361878	0.0
2.580000	-0.00146047695856626	0.0
2.585000	0.00203315418780961	0.0
2.590000	-0.00194060623790431	0.0
2.595000	-0.000108367470851501	0.0
2.600000	0.00153357897816087	0.0
2.605000	-0.0017239230144422	0.0
2.610000	-0.000820767584456265	0.0
2.615000	-0.00128453758908848	0.0
2.620000	0.00237978561223689	0.0
2.625000	-0.00117372665287353	0.0
2.630000	0.000714843578968216	0.0
2.635000	0.000472849779546147	0.0
2.640000	0.00204905046417471	0.0
2.645000	-0.000373511187310119	0.0
2.650000	0.00140980408840545	0.0
2.655000	0.000401085036732842	0.0
2.660000	0.000448002201926917	0.0
2.665000	0.000480103420217599	0.0
2.670000	-0.0018165226825884	0.0
2.675000	0.00232005882628259	0.0
2.680000	-0.00128654391523165	0.0
2.685000	-0.000514262682892343	0.0
2.690000	0.000731202853674044	0.0
2.695000	-0.00133670206881084	0.0
2.700000	9.14934795640474e-05	0.0
2.705000	0.000844328781592652	0.0
2.710000	-0.000666743469773086	0.0
2.715000	0.0006055759705557	0.0
2.720000	-0.00213444820989035	0.0
2.725000	0.000221441680529214	0.0
2.730000	-2.81144251247941e-05	0.0
2.735000	-0.000853331801087678	0.0
2.740000	-0.00065177319008945	0.0
2.745000	0.00082025286787464	0.0
2.750000	0.00116194564333412	0.0
2.755000	-0.000833422872436245	0.0
2.760000	-0.000946548800354853	0.0
2.765000	0.000719164896815038	0.0
2.770000	0.000484733403624909	0.0
2.775000	-0.00290179079326186	0.0
2.780000	-2.42561056187024e-05	0.0
2.785000	0.00194040018688317	0.0
2.790000	-0.000256681272665664	0.0
2.795000	-0.00132450977917159	0.0
2.800000	-0.00086814774799107	0.0
2.805000	0.00154299327775573	0.0
2.810000	0.000660209774761958	0.0
2.815000	0.000619157255217143	0.0
2.820000	-0.00326447282683448	0.0
2.825000	-0.000940992820266081	0.0
2.830000	-0.00257830928587114	0.0
2.835000	-0.000764744785227814	0.0
2.840000	-0.00129549521648578	0.0
2.845000	0.00316672845869934	0.0
2.850000	-0.00124163307618074	0.0
2.855000	-0.00161203174876554	0.0
2.860000	6.10899218560451e-05	0.0
2.865000	0.000731665852014776	0.0
2.870000	0.000983845614932926	0.0
2.875000	-0.000427218994834915	0.0
2.880000	-0.000302363775617789	0.0
2.885000	-0.00240406757697604	0.0
2.890000	0.000872571680377243	0.0
2.895000	0.000165573214081007	0.0
2.900000	-0.00166959787579643	0.0
2.905000	-0.000885433019378361	0.0
2.910000	0.00205506944260421	0.0
2.915000	-0.000456079224740481	0.0
2.920000	-0.000557321528580326	0.0
2.925000	-0.00170355108745004	0.0
2.930000	-0.000366566212199154	0.0
2.935000	0.000213879374297275	0.0
2.940000	0.00134729931240676	0.0
2.945000	-0.000288165159835372	0.0
2.950000	0.00092381016341814	0.0
2.955000	-0.000774930748723896	0.0
2.960000	-0.00170756373973637	0.0
2.965000	0.0010929588905652	0.0
2.970000	-0.00375355340742666	0.0
2.975000	0.00127260224676883	0.0
2.980000	0.000410499336327706	0.0
2.985000	0.00351397721424759	0.0
2.990000	0.000129305010723746	0.0
2.995000	-0.000818452592752609	0.0
3.000000	-0.000723846598463242	0.0
3.005000	0.00109805187231324	0.0
3.010000	0.0007200908934965	0.0
3.015000	0.000342592913020493	0.0
3.020000	-3.7837390280145e-05	0.0
3.025000	0.00344252113699478	0.0
3.030000	0.00250510382979475	0.0
3.035000	0.00140501977221789	0.0
3.040000	-0.000652544853990668	0.0
3.045000	0.0010636356623189	0.0
3.050000	-0.000731408904695182	0.0
3.055000	-0.00129225422810067	0.0
3.060000	0.00122290709153037	0.0
3.065000	-0.000728322249090308	0.0
3.070000	-0.00049095843307555	0.0
3.075000	0.00316719145704007	0.0
3.080000	-0.00050994136504552	0.0
3.085000	-0.00139812651534782	0.0
3.090000	0.000314658679796389	0.0
3.095000	-9.74098434542003e-05	0.0
3.100000	0.00220214858217643	0.0
3.105000	-0.00133870839495401	0.0
3.110000	0.00158250246949811	0.0
3.115000	0.00214381079124432	0.0
3.120000	-0.000853794799428409	0.0
3.125000	0.00233147945202062	0.0
3.130000	-0.00324317490316085	0.0
3.135000	-0.00023461168509082	0.0
3.140000	-0.00031038908019046	0.0
3.145000	0.00198978667656114	0.0
3.150000	-0.000265015242798822	0.0
3.155000	-0.000826632230105524	0.0
3.160000	-0.000698690355283524	0.0
3.165000	0.00145502359301684	0.0
3.170000	-0.000513645351771369	0.0
3.175000	-0.000316562391400207	0.0
3.180000	0.00105931434447208	0.0
3.185000	-0.000489878103613844	0.0
3.190000	-0.00207703641563971	0.0
3.195000	0.000656968786376841	0.0
3.200000	-0.00168518548660104	0.0
3.205000	0.00122275275875012	0.0
3.210000	-0.000226895046078636	0.0
3.215000	0.00267301789469985	0.0
3.220000	0.00187002443909206	0.0
3.225000	-0.00280919112511566	0.0
3.230000	0.00113246808230758	0.0
3.235000	0.000529026911554842	0.0
3.240000	-0.00046317853263169	0.0
3.245000	0.000694934650316783	0.0
3.250000	-0.000117473104885877	0.0
3.255000	-0.00137080961324469	0.0
3.260000	0.00280620708405014	0.0
3.265000	-0.00183936393406446	0.0
3.270000	-0.00068757839510598	0.0
3.275000	0.00143279967266175	0.0
3.280000	0.000657586117497816	0.0
3.285000	0.00187233943079571	0.0
3.290000	0.000421456963725006	0.0
3.295000	-0.00297664219168004	0.0
3.300000	0.000654653794673186	0.0
3.305000	0.000705892277714083	0.0
3.310000	-0.00197718310682206	0.0
3.315000	-0.000640043898790931	0.0
3.320000	-0.000673997110444538	0.0
3.325000	0.00145224560297245	0.0
3.330000	-0.00212426224639427	0.0
3.335000	-0.000695912365239138	0.0
3.340000	0.000482418411921254	0.0
3.345000	-0.00179970040954184	0.0
3.350000	7.25105475940764e-05	0.0
3.355000	0.00226094937144927	0.0
3.360000	0.000357871858264616	0.0
3.365000	-0.00127126496998753	0.0
3.370000	0.00282256635875597	0.0
3.375000	-0.00237999166325803	0.0
3.380000	-0.000852868802746947	0.0
3.385000	-0.000345268288525528	0.0
3.390000	-0.0023770593404334	0.0
3.395000	-0.000390487793136923	0.0
3.400000	-0.000996089622813069	0.0
3.405000	0.00161275169442587	0.0
3.410000	-0.00180896037635646	0.0
3.415000	0.000143657959286407	0.0
3.420000	-0.000451757906893658	0.0
3.425000	-0.000437250625550754	0.0
3.430000	0.00253134040243617	0.0
3.435000	-0.000428144991516377	0.0
3.440000	0.00154870359062475	0.0
3.445000	0.000475319104030046	0.0
3.450000	0.00160503505541368	0.0
3.455000	-0.000315790727498988	0.0
3.460000	0.00141752072741763	0.0
3.465000	-0.000408544728425432	0.0
3.470000	0.000928748812385937	0.0
3.475000	-0.000853023135527191	0.0
3.480000	0.00197682272302068	0.0
3.485000	-0.000774930748723896	0.0
3.490000	-0.00168055550319373	0.0
3.495000	0.000505105330617073	0.0
3.500000	-0.00031332140301509	0.0
3.505000	-0.00150245547479254	0.0
3.510000	-0.000610412004984147	0.0
3.515000	-0.00157113356200097	0.0
3.520000	-0.00373395314433571	0.0
3.525000	4.73543044143588e-05	0.0
3.530000	0.00174053923646762	0.0
3.535000	-0.000222882393792301	0.0
3.540000	-0.00192347529929726	0.0
3.545000	0.00111857813208565	0.0
3.550000	0.000435964245067911	0.0
3.555000	-0.00147390391044746	0.0
3.560000	-0.000885741684938848	0.0
3.565000	0.00161383202388757	0.0
3.570000	0.00055634381365797	0.0
3.575000	-0.000444504266222206	0.0
3.580000	-0.000962753742280438	0.0
3.585000	-0.000670910454839665	0.0
3.590000	-0.000892377994489326	0.0
3.595000	-0.00104871710087616	0.0
3.600000	0.00250062817916768	0.0
3.605000	0.00126905259282322	0.0
3.610000	-0.00314162393376052	0.0
3.615000	-5.15730077218314e-05	0.0
3.620000	-0.00439526910767982	0.0
3.625000	0.00129374583766221	0.0
3.630000	-0.000353139260317955	0.0
3.635000	0.0020309935288862	0.0
3.640000	-0.0015814738582773	0.0
3.645000	-0.000629394936954118	0.0
3.650000	-0.000204362460163061	0.0
3.655000	0.00234536940224255	0.0
3.660000	-3.93807180825817e-05	0.0
